{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 278.108, 'M_BLOCKING=16_best': 278.108, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 273.5075, 'M_BLOCKING=1_best': 273.5075, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 272.81309999999996, 'M_BLOCKING=2_best': 272.81309999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 280.7535, 'M_BLOCKING=31_best': 280.7535, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 276.2163, 'M_BLOCKING=4_best': 276.2163, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 274.4506, 'M_BLOCKING=8_best': 274.4506, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 35.0806, 'xsmm_reference_best': 35.0806, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 817.3046999999999, 'M_BLOCKING=16_best': 817.3046999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 761.9023, 'M_BLOCKING=1_best': 761.9023, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 765.8794, 'M_BLOCKING=2_best': 765.8794, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 818.4174, 'M_BLOCKING=31_best': 818.4174, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 782.1753, 'M_BLOCKING=4_best': 782.1753, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 786.9843, 'M_BLOCKING=8_best': 786.9843, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 42.0766, 'xsmm_reference_best': 42.0766, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 821.5705, 'M_BLOCKING=16_best': 821.5705, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 800.3044, 'M_BLOCKING=1_best': 800.3044, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 805.5517, 'M_BLOCKING=2_best': 805.5517, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 823.5716, 'M_BLOCKING=31_best': 823.5716, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 809.9534, 'M_BLOCKING=4_best': 809.9534, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 814.3657000000001, 'M_BLOCKING=8_best': 814.3657000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 41.1651, 'xsmm_reference_best': 41.1651, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 62.9083, 'M_BLOCKING=16_best': 62.9083, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 63.4279, 'M_BLOCKING=1_best': 63.4279, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 62.60450000000001, 'M_BLOCKING=2_best': 62.60450000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 64.45930000000001, 'M_BLOCKING=31_best': 64.45930000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 62.196299999999994, 'M_BLOCKING=4_best': 62.196299999999994, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 62.6577, 'M_BLOCKING=8_best': 62.6577, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 20.2529, 'xsmm_reference_best': 20.2529, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 435.6281, 'M_BLOCKING=16_best': 435.6281, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 436.7866, 'M_BLOCKING=1_best': 436.7866, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 438.2533, 'M_BLOCKING=2_best': 438.2533, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 437.23940000000005, 'M_BLOCKING=31_best': 437.23940000000005, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 440.9722, 'M_BLOCKING=4_best': 440.9722, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 439.4309999999999, 'M_BLOCKING=8_best': 439.4309999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 30.971299999999996, 'xsmm_reference_best': 30.971299999999996, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 440.8192, 'M_BLOCKING=16_best': 440.8192, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 435.5745, 'M_BLOCKING=1_best': 435.5745, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 437.525, 'M_BLOCKING=2_best': 437.525, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 445.4062, 'M_BLOCKING=31_best': 445.4062, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 439.50789999999995, 'M_BLOCKING=4_best': 439.50789999999995, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 440.18940000000003, 'M_BLOCKING=8_best': 440.18940000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 56.874900000000004, 'xsmm_reference_best': 56.874900000000004, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1322.3668, 'M_BLOCKING=16_best': 1322.3668, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1265.0608, 'M_BLOCKING=1_best': 1265.0608, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1271.0178, 'M_BLOCKING=2_best': 1271.0178, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1360.3192, 'M_BLOCKING=31_best': 1360.3192, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1282.5406, 'M_BLOCKING=4_best': 1282.5406, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1284.9681, 'M_BLOCKING=8_best': 1284.9681, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 75.0423, 'xsmm_reference_best': 75.0423, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1368.8847, 'M_BLOCKING=16_best': 1368.8847, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1347.3582000000001, 'M_BLOCKING=1_best': 1347.3582000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1354.9052, 'M_BLOCKING=2_best': 1354.9052, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1375.3898, 'M_BLOCKING=31_best': 1375.3898, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1365.0924, 'M_BLOCKING=4_best': 1365.0924, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1366.3656999999998, 'M_BLOCKING=8_best': 1366.3656999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 69.5492, 'xsmm_reference_best': 69.5492, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 433.5056000000001, 'M_BLOCKING=16_best': 433.5056000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 436.0529, 'M_BLOCKING=1_best': 436.0529, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 437.5094, 'M_BLOCKING=2_best': 437.5094, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 435.16580000000005, 'M_BLOCKING=31_best': 435.16580000000005, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 439.2796, 'M_BLOCKING=4_best': 439.2796, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 437.4934, 'M_BLOCKING=8_best': 437.4934, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 28.9697, 'xsmm_reference_best': 28.9697, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 435.71229999999997, 'M_BLOCKING=16_best': 435.71229999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 436.74750000000006, 'M_BLOCKING=1_best': 436.74750000000006, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 438.3245, 'M_BLOCKING=2_best': 438.3245, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 437.5619, 'M_BLOCKING=31_best': 437.5619, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 440.46040000000005, 'M_BLOCKING=4_best': 440.46040000000005, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 438.9823, 'M_BLOCKING=8_best': 438.9823, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 31.0399, 'xsmm_reference_best': 31.0399, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 442.90659999999997, 'M_BLOCKING=16_best': 442.90659999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 435.64489999999995, 'M_BLOCKING=1_best': 435.64489999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 437.3104, 'M_BLOCKING=2_best': 437.3104, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 447.7865, 'M_BLOCKING=31_best': 447.7865, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 439.55159999999995, 'M_BLOCKING=4_best': 439.55159999999995, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 440.0575, 'M_BLOCKING=8_best': 440.0575, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 57.0581, 'xsmm_reference_best': 57.0581, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1423.9316999999999, 'M_BLOCKING=16_best': 1423.9316999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1377.6565, 'M_BLOCKING=1_best': 1377.6565, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1382.7657, 'M_BLOCKING=2_best': 1382.7657, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1484.4198000000001, 'M_BLOCKING=31_best': 1484.4198000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1394.4596, 'M_BLOCKING=4_best': 1394.4596, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1399.3334, 'M_BLOCKING=8_best': 1399.3334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 7056, 'a_rows': 343, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 72.8476, 'xsmm_reference_best': 72.8476, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1493.5896, 'M_BLOCKING=16_best': 1493.5896, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1469.218, 'M_BLOCKING=1_best': 1469.218, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1476.6860000000001, 'M_BLOCKING=2_best': 1476.6860000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1497.4894, 'M_BLOCKING=31_best': 1497.4894, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1488.9369000000002, 'M_BLOCKING=4_best': 1488.9369000000002, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1490.3282, 'M_BLOCKING=8_best': 1490.3282, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 7056, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 653.966, 'xsmm_reference_best': 653.966, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 3.0156, 'M_BLOCKING=16_best': 3.0156, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9924, 'M_BLOCKING=1_best': 2.9924, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9966999999999997, 'M_BLOCKING=2_best': 2.9966999999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0086, 'M_BLOCKING=31_best': 3.0086, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0004999999999997, 'M_BLOCKING=4_best': 3.0004999999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0059, 'M_BLOCKING=8_best': 3.0059, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.3308, 'xsmm_reference_best': 0.3308, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.013, 'M_BLOCKING=16_best': 3.013, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9938, 'M_BLOCKING=1_best': 2.9938, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9872, 'M_BLOCKING=2_best': 2.9872, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0003, 'M_BLOCKING=31_best': 3.0003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0015, 'M_BLOCKING=4_best': 3.0015, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0052, 'M_BLOCKING=8_best': 3.0052, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.2105, 'xsmm_reference_best': 0.2105, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.0105, 'M_BLOCKING=16_best': 3.0105, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9936, 'M_BLOCKING=1_best': 2.9936, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.0013, 'M_BLOCKING=2_best': 3.0013, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9972000000000003, 'M_BLOCKING=31_best': 2.9972000000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0149999999999997, 'M_BLOCKING=4_best': 3.0149999999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0029, 'M_BLOCKING=8_best': 3.0029, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 64, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.3382, 'xsmm_reference_best': 0.3382, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.9949000000000003, 'M_BLOCKING=16_best': 2.9949000000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.0099, 'M_BLOCKING=1_best': 3.0099, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9877, 'M_BLOCKING=2_best': 2.9877, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0094000000000003, 'M_BLOCKING=31_best': 3.0094000000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0004, 'M_BLOCKING=4_best': 3.0004, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0015, 'M_BLOCKING=8_best': 3.0015, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.1943, 'xsmm_reference_best': 0.1943, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.0163, 'M_BLOCKING=16_best': 3.0163, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9909, 'M_BLOCKING=1_best': 2.9909, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9979, 'M_BLOCKING=2_best': 2.9979, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0141999999999998, 'M_BLOCKING=31_best': 3.0141999999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0083999999999946, 'M_BLOCKING=4_best': 3.0083999999999946, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0071000000000003, 'M_BLOCKING=8_best': 3.0071000000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.3175, 'xsmm_reference_best': 0.3175, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.3776, 'M_BLOCKING=16_best': 2.3776, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2655000000000003, 'M_BLOCKING=1_best': 2.2655000000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.2701000000000002, 'M_BLOCKING=2_best': 2.2701000000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.2717, 'M_BLOCKING=31_best': 2.2717, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.2803999999999998, 'M_BLOCKING=4_best': 2.2803999999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2704, 'M_BLOCKING=8_best': 2.2704, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 12, 'a_rows': 12, 'a_size': 108, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.48460000000000003, 'xsmm_reference_best': 0.48460000000000003, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.7156, 'M_BLOCKING=16_best': 6.7156, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.731399999999999, 'M_BLOCKING=1_best': 6.731399999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.734, 'M_BLOCKING=2_best': 6.734, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.7246, 'M_BLOCKING=31_best': 6.7246, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.2341999999999995, 'M_BLOCKING=4_best': 7.2341999999999995, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.7067999999999985, 'M_BLOCKING=8_best': 6.7067999999999985, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 36, 'a_rows': 9, 'a_size': 108, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.3333333333333333, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.40700000000000003, 'xsmm_reference_best': 0.40700000000000003, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
